company,source,review_text,rating,review_date,scraped_at,sentiment,true_sentiment,month
Magnum,yandex,"Пусть научатся обслуживать на государственном языке. Ассортимент товаров очень большой, цены дешёвые. За это спасибо руководству Магнум. Мой любимый магазин, постоянный клиент.",4,2025-04-13,2026-01-21 21:35:00,positive,positive,2025-04
Magnum,yandex,Довольно хороший магазин работающий круглосуточно но продукты не успевают попадать на полки и довольно часто можно не найти того что искал и на просторах овощного отдела хотелось бы чтобы чаще перебирали овощи и фрукты,4,2024-04-30,2026-01-21 21:35:00,positive,positive,2024-04
Magnum,yandex,"Магнум классный супермаркет, здорово что у них есть доставка до дома, есть скидки. Мне все нравится, процветания вам и всего самого наилучшего",5,2025-07-26,2026-01-21 21:35:00,positive,positive,2025-07
Magnum,yandex,Все классно. Все современно и удобно есть самообслуживание. Но есть недостатки которые исправят надеюсь. В самообслуживании нельзя использовать свои бонусы. Только можно накопить.,4,2023-09-13,2026-01-21 21:35:00,positive,positive,2023-09
Magnum,yandex,"Цены конечно поднялись, может к празднику подняли цену, но скидки есть что то дороже что то дешевле, в целом неплохо есть из чего выбирать.",4,2024-12-14,2026-01-21 21:35:00,positive,positive,2024-12
Magnum,yandex,"Огромный выбор, большая парковка, удобный подъезд, банкоматы, аптеки, фастфуды итд, можно найти почти все, единственный минус очереди на кассах, так как работают мало касс как и везде наверное",4,2023-07-08,2026-01-21 21:35:00,positive,positive,2023-07
Magnum,yandex,"Очень хороший магнум там очень много блюд, открыли новую прекрасную кассу, много акций, розыгрышей ставлю пять звёзд у них даже минусов нет",5,2024-03-23,2026-01-21 21:35:00,positive,positive,2024-03
Magnum,yandex,"Пользуюсь доставкой Магнум. Очень рекомендую, корректный подбор товара по заявке, качественные свежие продукты, своевременная доставка в выбранные часы, вежливые и порядочные специалисты доставки!!!",5,2023-06-08,2026-01-21 21:35:00,positive,positive,2023-06
Magnum,yandex,Отличные цены! Шикарный выбор! Очередь в выходные гигантские. Ходите в будни или заказывайте доставку!!! Отличный магазин,5,2025-01-25,2026-01-21 21:35:00,positive,positive,2025-01
Magnum,yandex,Что можно нового сказать про старый добрый магнум) есть реально всё! От мангала до автоинструмента. Куча товара по акции. Единственный маркет где можно набрать солидный пакет продуктов и домашней химии.,5,2024-01-02,2026-01-21 21:35:00,positive,positive,2024-01
Magnum,yandex,"Большой гипермаркет, есть всё, что необходимо для жизни, включая одежду, продукты, бытовую химию, посуду и многое другое. Цены приемлемые, в среднем как во многих других маркетах.",4,2024-03-27,2026-01-21 21:35:00,negative,positive,2024-03
Magnum,yandex,"Хорошое место для закупки но жаль что скидок либы акции нормальных нет. То эти наклейки для ножей, которых потом все равно выкинешь. Дают всего 1 процент бонусов, хотя закупаешься от 50 тысяч.",3,2023-11-15,2026-01-21 21:35:00,negative,neutral,2023-11
Magnum,yandex,"В кассах очереди постоянно, работают из всех касс всего 3 ну максимум 4. Скидок на товаров мало, когда как везде дорого. Ну,а так всё на своих рядах, удобно выбирать.",2,2024-10-18,2026-01-21 21:35:00,negative,negative,2024-10
Magnum,yandex,"Самый большой в городе Магнум. Есть абсолютно все. Кажется комментарии излишне, и так понятно. Остановки рядом один из плюсов. Хожу с удовольствием",5,2025-07-10,2026-01-21 21:35:00,positive,positive,2025-07
Magnum,yandex,"Товара очень много, кассы работают не все, но очередей нет. Не всегда есть молоко фирмы родина, Персонал корректный. Парковка хватает.",5,2023-08-16,2026-01-21 21:35:00,positive,positive,2023-08
Magnum,yandex,Блин все минусы перечислять .... Это жесть... грязь... просрочка... неправильные цены... хамовитый персонал.....вонь и гниль у овощей и это не все.... Печально что так вы относитесь к клиентам,1,2025-03-10,2026-01-21 21:35:00,negative,negative,2025-03
Magnum,yandex,Всегда весь ассортимент в наличие. Цены приемлемые. Скидки и акции. ☑,5,2025-10-09,2026-01-21 21:35:00,positive,positive,2025-10
Magnum,yandex,"Хорошее место, мы с семьёй туда очень часто ходим. Много скидок. Единственно что немного расстраивает это то что не очень много рабочих касс. А так в целом все хорошо.",5,2025-12-21,2026-01-21 21:35:00,positive,positive,2025-12
Magnum,yandex,"Магнум как и все магнумы, овощи и фрукты уже не такие полезные как раньше, но тем не менее хотелось бы чтоб выбор был получше. А то лежит все такое уставшее, завядшее.",3,2023-06-14,2026-01-21 21:35:00,positive,neutral,2023-06
Magnum,yandex,"Самый лучший Магнум. Есть все. Жаль только что на кассе много людей. Респект сотрудникам, особенно кассирам. Весь персонал очень приятные и вежливые люди.",5,2023-05-08,2026-01-21 21:35:00,positive,positive,2023-05
Magnum,yandex,"Отличный гипермаркет Магнум, очень нравится . Еда там вкусная ,манты и салаты... Минус в то что вечером после 8ч нет скидок в кулинарии.",5,2025-08-06,2026-01-21 21:35:00,positive,positive,2025-08
Magnum,yandex,"Магнум , часто покупаю от туда продукты либо же заказываю . Всегда хорошие обслуживание и отношения. Бывают акции. Принципе всё устраивает",5,2025-11-03,2026-01-21 21:35:00,positive,positive,2025-11
Magnum,yandex,Барак! Цены не успевают менять. Выяснилось на кассе. Проверяйте цены!!! Фрукты можно и овощи не берём никогда гнилье,1,2025-03-14,2026-01-21 21:35:00,negative,negative,2025-03
Magnum,yandex,"Если вы пришли сюда значит вам очень повезло,цены не кусачие,виды товаров доступны, персонал приветливый,кассы рабочие , парковка есть,еда 🔥🔥🔥😍😍",5,2023-06-26,2026-01-21 21:35:00,positive,positive,2023-06
Magnum,yandex,"Всё отлично, вежливые продавцы и кассиры. Частые акции. Всегда есть выбор товаров.",5,2024-07-07,2026-01-21 21:35:00,positive,positive,2024-07
Magnum,yandex,"Объективно здесь ниже цены. Но некоторые продукты лучше не брать, А именно: сосиски и колбасу. Несколько раз приобретал, и сосиски все время прокисшие какие-то",3,2019-09-10,2026-01-21 21:35:00,negative,neutral,2019-09
Magnum,yandex,"Туалет вечно грязный, сделайте лучше платным его. За то чисто. Кассы вечно очередь, Один плюсь. Он 24/7. А так сам магнкм очень грязный.",1,2024-03-03,2026-01-21 21:35:00,negative,negative,2024-03
Magnum,yandex,"magnum 27/7 работает особенно мы ночью ходим туда как всегда, рекомендую всем друзьям тут купить продукты, спасибо большое за сервис",5,2024-03-18,2026-01-21 21:35:00,positive,positive,2024-03
Magnum,yandex,Товары есть не все. Качество продуктов в особенности овощей ужасное. Из 20 касс работают только 5,1,2023-06-26,2026-01-21 21:35:00,negative,negative,2023-06
Magnum,yandex,"Большой магнум, много касс из которых работают лишь червердь, из за чего огромные очереди… и печально",2,2023-12-26,2026-01-21 21:35:00,negative,negative,2023-12
Magnum,yandex,Просторно акции рядом,5,2025-04-22,2026-01-21 21:35:00,positive,positive,2025-04
Magnum,yandex,Большой выбор! Только кассиры медленные и безтактные,2,2019-10-24,2026-01-21 21:35:00,neutral,negative,2019-10
Magnum,yandex,Сервис не очень,2,2025-03-24,2026-01-21 21:35:00,negative,negative,2025-03
Magnum,yandex,Цены хорошие,5,2025-03-05,2026-01-21 21:35:00,positive,positive,2025-03
Magnum,yandex,"Грязно, много людей, не поймёшь какой товар по какой цене",1,2019-02-11,2026-01-21 21:35:00,negative,negative,2019-02
Magnum,yandex,"Всегда закупаемся в этом Магнуме, всё устраивает.",5,2021-10-13,2026-01-21 21:35:00,neutral,positive,2021-10
Magnum,yandex,Просто магнум. Въезд и выезд в этот магнум неудобный.,3,2022-05-28,2026-01-21 21:35:00,neutral,neutral,2022-05
Magnum,yandex,Маркет для богатых,3,2025-05-13,2026-01-21 21:35:00,neutral,neutral,2025-05
Magnum,yandex,Постоянная очередь из за половины неработающих касс.,2,2019-10-18,2026-01-21 21:35:00,negative,negative,2019-10
Magnum,yandex,Классно,5,2024-09-15,2026-01-21 21:35:00,positive,positive,2024-09
Magnum,yandex,"Большой магазин и выбор отличный. Но есть, что-то дороже, чем в городе",4,2019-10-28,2026-01-21 21:35:00,positive,positive,2019-10
Magnum,yandex,В вечернее время большая очередь в кассах,3,2018-12-05,2026-01-21 21:35:00,neutral,neutral,2018-12
Magnum,yandex,"Вроде нормальный макет, вот только персонал гру...",2,2019-08-22,2026-01-21 21:35:00,negative,negative,2019-08
Magnum,yandex,"Хороший гипермаркет, есть всё необходимое. Очень радует отдел собственной кулинарии, всегда всё свежее и вкусное. Единственный минус — парковка бывает переполнена в выходные.",5,2025-05-12,2026-01-21 21:38:00,positive,positive,2025-05
Magnum,yandex,"Часто захожу сюда за продуктами. Ассортимент впечатляет, цены конкурентные. Но иногда ценники на полках не совпадают с ценой на кассе, приходится проверять через сканер.",4,2025-04-01,2026-01-21 21:38:00,positive,positive,2025-04
Magnum,yandex,"Огромный выбор товаров для дома. Покупали здесь посуду и мелкую бытовую технику, всё работает отлично. Персонал в торговом зале отзывчивый.",5,2025-10-15,2026-01-21 21:38:00,positive,positive,2025-10
Magnum,yandex,"Магазин стал портиться. В овощном отделе часто лежит гниль, а запах в районе мясного отдела оставляет желать лучшего. Надеюсь, администрация примет меры.",2,2024-11-20,2026-01-21 21:38:00,negative,negative,2024-11
Magnum,yandex,Круглосуточный режим работы — это спасение! Можно спокойно закупиться ночью без толкучки и очередей. Кассы самообслуживания работают исправно.,5,2025-09-10,2026-01-21 21:38:00,positive,positive,2025-09
Magnum,yandex,"Не самый лучший Магнум в сети. Тесновато, проходы заставлены коробками, с тележкой трудно разъехаться. Но выбор продуктов стандартно хороший.",3,2024-08-15,2026-01-21 21:38:00,neutral,neutral,2024-08
Magnum,yandex,"Доставка работает очень оперативно. Заказываю через приложение, продукты привозят в течение часа. Все овощи и фрукты всегда отборные.",5,2025-12-05,2026-01-21 21:38:00,positive,positive,2025-12
Magnum,yandex,Цены на некоторые товары завышены по сравнению с мелкими магазинами у дома. Но по акциям можно выгодно закупиться бытовой химией.,4,2024-03-22,2026-01-21 21:38:00,negative,positive,2024-03
Magnum,yandex,"Постоянно очереди на кассах в вечернее время. Администраторы не спешат открывать дополнительные кассы, даже когда очередь тянется через весь зал.",2,2025-08-20,2026-01-21 21:38:00,negative,negative,2025-08
Magnum,yandex,"Отличный магазин для оптовых закупок. Берем здесь товары на месяц вперед, выходит значительно дешевле благодаря бонусной системе.",5,2024-05-30,2026-01-21 21:38:00,positive,positive,2024-05
Magnum,yandex,"Очень нравится выпечка! Всегда горячий хлеб и вкусные булочки. В магазине чисто, сотрудники в масках и перчатках, что важно.",5,2025-01-18,2026-01-21 21:38:00,positive,positive,2025-01
Magnum,yandex,"Магазин как магазин. Ничего особенного. Парковка большая, но разметка стерлась, все ставят машины как попало.",3,2024-07-09,2026-01-21 21:38:00,negative,neutral,2024-07
Magnum,yandex,"Была проблема с возвратом товара, купили бракованную игрушку. Но менеджер быстро решил вопрос, деньги вернули на карту на следующий день.",4,2025-03-12,2026-01-21 21:38:00,negative,positive,2025-03
Magnum,yandex,"Самый лучший выбор рыбы в городе именно здесь. Всегда есть из чего выбрать, и свежесть на высоте. Рекомендую этот отдел.",5,2025-06-17,2026-01-21 21:38:00,positive,positive,2025-06
Magnum,yandex,"Очень много людей, суета, шум. Если хотите спокойных покупок — это место не для вас. Но цены действительно одни из самых низких.",4,2024-10-28,2026-01-21 21:38:00,neutral,positive,2024-10
Magnum,yandex,"Замечательный персонал на кассах самообслуживания, всегда подскажут, если что-то не получается пробить. Магазин современный и удобный.",5,2025-11-11,2026-01-21 21:38:00,positive,positive,2025-11
Magnum,yandex,"В отделе кулинарии иногда попадаются несвежие салаты. Пару раз травились, теперь обходим этот отдел стороной. В остальном претензий нет.",2,2024-06-05,2026-01-21 21:38:00,neutral,negative,2024-06
Magnum,yandex,"Удобное расположение, рядом с транспортной развязкой. Часто захожу после работы. Всегда есть свежее молоко и хлеб.",5,2025-02-14,2026-01-21 21:38:00,positive,positive,2025-02
Magnum,yandex,"Раньше было лучше. Сейчас полки часто полупустые, особенно к вечеру. Видимо, не справляются с логистикой или персоналом.",3,2024-12-20,2026-01-21 21:38:00,neutral,neutral,2024-12
Magnum,yandex,"Отличные скидки по карте Магнум. Накопленные бонусы реально помогают экономить. Магазин большой, светлый, приятно находиться.",5,2025-07-03,2026-01-21 21:38:00,positive,positive,2025-07
Magnum,yandex,"Грязно в проходах, валяются остатки упаковки. Неужели сложно нанять больше уборщиков? Это ведь лицо магазина.",1,2025-03-25,2026-01-21 21:38:00,negative,negative,2025-03
Magnum,yandex,"Большой выбор заморозки. Рыба, мясо, овощи — всё в нормальных упаковках, без лишнего льда. Цены радуют.",5,2024-09-18,2026-01-21 21:38:00,positive,positive,2024-09
Magnum,yandex,"Хороший выбор детского питания и подгузников. Часто бывают акции именно на эту категорию товаров, что очень выгодно для родителей.",5,2025-04-29,2026-01-21 21:38:00,positive,positive,2025-04
Magnum,yandex,"Кассиры часто хамят. Стоишь в очереди 20 минут, а потом еще и выслушиваешь недовольство. Сервис нужно подтягивать.",2,2024-02-10,2026-01-21 21:38:00,negative,negative,2024-02
Magnum,yandex,"Мне нравится этот филиал. Всегда чисто, товар на месте, просрочки ни разу не встречал за два года посещений.",5,2025-08-14,2026-01-21 21:38:00,positive,positive,2025-08
Magnum,yandex,"Мало касс для оплаты наличными. Все перешли на самообслуживание, но не всем это удобно. Пожилым людям трудно разобраться.",3,2024-11-01,2026-01-21 21:38:00,neutral,neutral,2024-11
Magnum,yandex,Шикарный отдел с цветами. Всегда свежие букеты по очень демократичным ценам. Часто покупаю здесь цветы жене.,5,2025-05-20,2026-01-21 21:38:00,positive,positive,2025-05
Magnum,yandex,"Очень неудобная навигация. Чтобы найти обычную соль, пришлось обойти весь магазин. Указатели невнятные.",2,2024-04-12,2026-01-21 21:38:00,negative,negative,2024-04
Magnum,yandex,"Любимый магазин нашей семьи. Всегда берем здесь мясо для шашлыка, маринад отличный. И персонал в мясном отделе всегда подскажет.",5,2025-06-30,2026-01-21 21:38:00,positive,positive,2025-06
Magnum,yandex,"В магазине очень холодно, даже летом приходится надевать кофту. Кондиционеры работают на убой, некомфортно долго выбирать продукты.",3,2024-07-22,2026-01-21 21:38:00,negative,neutral,2024-07
Magnum,yandex,Лучшее соотношение цена/качество в городе. Если нужно купить много и сразу — только сюда. Всегда доволен результатом.,5,2025-09-28,2026-01-21 21:38:00,positive,positive,2025-09
Magnum,yandex,"Охрана ведет себя вызывающе, ходят по пятам, как будто ты что-то украл. Очень неприятное ощущение от посещения.",1,2025-01-05,2026-01-21 21:38:00,negative,negative,2025-01
Magnum,yandex,Свежие фрукты круглый год. Даже зимой можно найти нормальную клубнику или манго по адекватной цене. Качество радует.,5,2025-12-12,2026-01-21 21:38:00,positive,positive,2025-12
Magnum,yandex,"Много касс, но работают от силы три. Зачем строить такой огромный магазин, если не можете обеспечить пропускную способность?",2,2024-08-30,2026-01-21 21:38:00,neutral,negative,2024-08
Magnum,yandex,"Огромное спасибо за тележки для детей в виде машинок! Ребенок занят, а родители могут спокойно совершать покупки.",5,2025-03-08,2026-01-21 21:38:00,positive,positive,2025-03
Magnum,yandex,"Цены на алкоголь выше, чем в специализированных магазинах. Но выбор вина неплохой, есть интересные позиции из Грузии и Италии.",4,2024-10-15,2026-01-21 21:38:00,positive,positive,2024-10
Magnum,yandex,"Иногда бывает неприятный запах в отделе бытовой химии, видимо что-то проливается. А так — стандартный гипермаркет.",3,2025-02-25,2026-01-21 21:38:00,neutral,neutral,2025-02
Magnum,yandex,Пользуюсь приложением Магнум Го. Очень удобно отслеживать скидки и наличие товаров. В самом магазине тоже всё на уровне.,5,2025-11-20,2026-01-21 21:38:00,neutral,positive,2025-11
Magnum,yandex,"В туалетах грязно, нет мыла и бумаги. Учитывая поток людей, это просто недопустимо для такого крупного объекта.",1,2024-05-14,2026-01-21 21:38:00,neutral,negative,2024-05
Magnum,yandex,"Всегда свежее мясо. Мы берем только тут, так как уверены в качестве. Продавцы всегда помогут выбрать лучший кусок.",5,2025-08-01,2026-01-21 21:38:00,positive,positive,2025-08
Carefood,yandex,"Я хотела бы поделиться своим положительным опытом покупки продуктов в магазине Carefood. Этот магазин стал для меня настоящим открытием, так как здесь представлен широкий ассортимент свежих и качественных продуктов. Особенно радует разнообразие овощей.",5,2025-03-09,2026-01-21 21:50:00,positive,positive,2025-03
Carefood,yandex,"Отличный супермаркет, огромный выбор товаров и ассортимента. Не просроченные продукты. Цены более менее адекватные. Находится в доступном районе. Парковка всегда есть.",5,2025-12-16,2026-01-21 21:50:00,positive,positive,2025-12
Carefood,yandex,"Хороший супермаркет. Большой выбор продуктов. Часто заказываю доставку из данного супермаркета, все продукты свежие, доставляют быстро. Мне очень нравится данный супермаркет.",5,2025-10-05,2026-01-21 21:50:00,positive,positive,2025-10
Carefood,yandex,"Очень классный магазин! Ассортимент товара очень разнообразный. Есть практически все, только кошелек потолще. Все аккуратно. Нравится выпечка, но не в самом карифуде, а когда выходишь с магазина.",5,2025-12-06,2026-01-21 21:50:00,positive,positive,2025-12
Carefood,yandex,"Самый на мой взгляд шикарный гипермаркет, есть все, что ищите, вы в поисках необыкновенных вкусов и чего то новенького то тогда вам сюда!!!! Полочки, ряды с продуктами все расставлено с умом и со всеми удобствами что порой захожу просто отдохнуть",5,2025-08-12,2026-01-21 21:50:00,positive,positive,2025-08
Carefood,yandex,"Люблю ТРЦ ГРАНД ПАРК. Город в городе! Работает до 22.00, есть много парковки-200тг, внутри такси-500тг за семью. 6 бутик- это огромный супер маркет, огромный ассортимент!",5,2024-08-27,2026-01-21 21:50:00,positive,positive,2024-08
Carefood,yandex,"Супермаркет! Есть всё что угодно. Ассортимент огромный и цены вполне устраивают. Рекомендую. Когда бываю в Гранд-парке, обязательно закупаюсь и в Carefood.",5,2025-12-15,2026-01-21 21:50:00,positive,positive,2025-12
Carefood,yandex,"Единственный филиал гипермаркета Carefood в Алматы. Магазин с хорошим выбором товаров, всегда можно найти то чего нету в магнуме или смоле. Например Иранскую продукцию (именно шоколад) неожиданно интересный на вкус. К персоналу вопросов нету.",5,2023-04-21,2026-01-21 21:50:00,positive,positive,2023-04
Carefood,yandex,"Все можно купить в одном месте и продукты, и для дом животных, и косметику, и для детей товары. Внутри приятно находится, не как на складе с огромными стеллажами",5,2025-10-18,2026-01-21 21:50:00,positive,positive,2025-10
Carefood,yandex,"Первый раз зашла в супермаркет. Незнаю, почему раньше не заходила. Им бы наладить доставку как Магнум, я бы только там и заказывала. Выкладка, всё по полочкам, аккуратненько, столько ассортимента, особенно бытовая химия, уходовая косметика, столько разнообразия. Однозначно рекомендую.",5,2025-01-12,2026-01-21 21:50:00,positive,positive,2025-01
Carefood,yandex,"Если вы не нашли какого-то продукта или товара в супермаркете недалеко от вашего дома, то Carefood - это уникальный гипермаркет, в котором найдется практически всё!",5,2025-09-23,2026-01-21 21:50:00,negative,positive,2025-09
Carefood,yandex,"Всё что брали, всегда свежее и вкусное. Большой ассортимент товара, много акций",5,2025-10-26,2026-01-21 21:50:00,positive,positive,2025-10
Carefood,yandex,"Хороший продуктовый гипермаркет, мног чего есть. Но огромное но - нету пива холдного вообще. Выбор всего остального прям шикарен. Смотрите срок годности на продуктах",4,2025-03-08,2026-01-21 21:50:00,neutral,positive,2025-03
Carefood,yandex,"Огромный супермаркет с хорошим ассортиментом. Внутри чисто и просторно. Сотрудники вежливые. Выбор на товары бесконечный есть всё необходимое для дома. Цены чуть высоковаты, но зато есть редкая продукция типа экзотических фруктов, тофу и веганской кухни.",5,2023-10-18,2026-01-21 21:50:00,positive,positive,2023-10
Carefood,yandex,Огромный выбор товаров. Отличное качество товаров. Приветливый персонал. Являюсь постоянным покупателем. Желаю процветания и много клиентов.,5,2024-11-21,2026-01-21 21:50:00,positive,positive,2024-11
Carefood,yandex,"Цены выше чем в других супермаркетах. Зато огромнейший выбор всего. Если нужно купить шоколадок, их здесь огромный выбор. Бытовой химии тоже здесь великое множество. Одно удовольствие закупаться. Единственный минус нельзя входить со стороны кассы.",4,2024-03-07,2026-01-21 21:50:00,positive,positive,2024-03
Carefood,yandex,Отличный гипермаркет! Очень большой выбор товаров разного назначения. Цены средние. Хорошее расположение! Большая парковка.,5,2025-06-08,2026-01-21 21:50:00,positive,positive,2025-06
Carefood,yandex,"Очень большой ассортимент и выбор продуктов! Чисто, просторно, красиво! Уровень больших столичных супермаркетов.",5,2024-05-13,2026-01-21 21:50:00,positive,positive,2024-05
Carefood,yandex,"Плюсов много: можно купить продукты, попить горячий чай с чесночным хлебом, покушать котлеты куриные и все под приятную музыку, да еще компот. Потом заказать Яндекс такси и уехать домой. Можно по дороге прикупить золотишко.",5,2026-01-04,2026-01-21 21:50:00,neutral,positive,2026-01
Carefood,yandex,"Хороший выбор продуктов. Продаётся начиная от продуктов питания, бытовых вещей, канцтоварами и заканчивая домашними растениями. Продукты все свежие. Кассиры вежливые.",5,2024-04-10,2026-01-21 21:50:00,positive,positive,2024-04
Carefood,yandex,"Большой магазин, и очень большой ассортимент товаров. Очень нравится бывать там. Единственное что немного отталкивает это цены, на некоторые товары, немного завышены.",4,2025-07-13,2026-01-21 21:50:00,positive,positive,2025-07
Carefood,yandex,"Последняя поездка разочаровала. Площади большие, выбор в каждом бутике как под копирку. Качество очень слабое, а цены заоблочные.",1,2025-04-30,2026-01-21 21:50:00,neutral,negative,2025-04
Carefood,yandex,"Топовый гипермаркет лучше магнумов всяких. Выбор огромный, цены невысокие. Молодцы. Какия кулинария и пекарня! Странно, что не дают рекламу - наткнулся на него, можно сказать, случайно.",5,2025-06-04,2026-01-21 21:50:00,positive,positive,2025-06
Carefood,yandex,"Классно! Если кофе Якобс везде стоит 120, кое где даже 150, а тут за 89 тенге! Плюс есть отдельный персонал который точно знает где, какой товар лежит.",5,2025-06-28,2026-01-21 21:50:00,negative,positive,2025-06
Carefood,yandex,"Работаю неподалеку. Замечательный магазин. Огромный ассортимент, есть и товары для домашних животных, что приятно удивило. Всегда много акций и островки с готовой едой прекрасны)",5,2024-03-25,2026-01-21 21:50:00,positive,positive,2024-03
Carefood,yandex,"Замечательный магазин. Много еды для веганов и вегетерианцев! Большой выбор разного чая, есть даже гречишный. Можно купить посуду и всё для дома.",5,2024-02-22,2026-01-21 21:50:00,positive,positive,2024-02
Carefood,yandex,"Здесь есть всё что нужно начиная с продуктов заканивая парфюмом парковка огромная, можно перекусить, есть много игрвых площадок, правда дороговато",4,2025-03-07,2026-01-21 21:50:00,positive,positive,2025-03
Carefood,yandex,"Отличный магазин с товарами для всех потребителей! Так же есть товары для гурманов, огромное разнообразие детского питания. Для людей с диабетом, большой ассортимент для друзей наших меньших.",5,2024-04-16,2026-01-21 21:50:00,positive,positive,2024-04
Carefood,yandex,"Хороший выбор продуктов, товаров для дома, бытовой химии, косметики. Цены довольно высокие на аналогичные товары. Но постоянно есть акции и скидки на определённые товары.",4,2023-11-19,2026-01-21 21:50:00,neutral,positive,2023-11
Carefood,yandex,"Хороший супермаркет, можно найти продукты которых нет в других супермаркетах, удобно для жителей близлежащих домов. Есть собственная кулинария и пекарня.",5,2024-05-11,2026-01-21 21:50:00,positive,positive,2024-05
Carefood,yandex,"Ну самое главное что можно сказать это конечно разнообразие, очень очень хороший выбор, есть кажется все))) Удобное расположение продуктов, все в поле зрения, не сложно найти то, что понадобилось.",5,2022-11-18,2026-01-21 21:50:00,positive,positive,2022-11
Carefood,yandex,Люблю гулять здесь и выбирать продукты. Огромный выбор товаров разных сортов и брендов. Особенно люблю искать акционные товары,5,2025-04-04,2026-01-21 21:50:00,positive,positive,2025-04
Carefood,yandex,"Уютный хороший маркет, радует что есть вещи правильного питания, берем постоянно, отвечаю)",5,2025-10-28,2026-01-21 21:50:00,positive,positive,2025-10
Carefood,yandex,"Ассортимент большой, а точнее огромный. Много уникальных товаров. Цены очень высокие.",4,2025-08-26,2026-01-21 21:50:00,neutral,positive,2025-08
Carefood,yandex,"большой очень супермаркет с огромный ассортиментом. Чисто, прохладно летом, товар выставлен аккуратно, вежливые сотрудники.",5,2024-06-03,2026-01-21 21:50:00,positive,positive,2024-06
Carefood,yandex,Мне однозначно нравится этот супермаркет! Отличный выбор практически по всем позициям и на любой кошелек. Есть определенные моменты за которые хочется аплодировать.,5,2023-01-04,2026-01-21 21:50:00,positive,positive,2023-01
Carefood,yandex,"Хороший выбор, удобное расположение. Просторный зал с коляской и продуктовой корзиной очень удобно ходить. Хороший ассортимент. Светло, комфортно. Очень хороший выбор «химии», детских товаров.",5,2023-05-12,2026-01-21 21:50:00,positive,positive,2023-05
Carefood,yandex,Мне очень понравилась этот магазин во первых ассортимент товаров очень много и персоналы вежливо отвечает. В магазине чистота. Расположена в очень хорошем районе.,5,2024-05-21,2026-01-21 21:50:00,positive,positive,2024-05
Carefood,yandex,"Далековато расположен, но иногда туда приезжаю за продуктами для здорового питания. Широкий выбор бытовой химии, товаров для дома и продуктов. Несколько выше среднего по ценам.",2,2023-02-28,2026-01-21 21:50:00,negative,negative,2023-02
Carefood,yandex,"Мой самый любимый супермаркет, просто обожаю когда есть где погулять и из чего выбрать, огромнейший ассортимент товаров, все аккуратно чисто красиво. Кулинария там на высшем уровне",5,2023-09-15,2026-01-21 21:50:00,positive,positive,2023-09
Carefood,yandex,"Мне нравится Carefood тем, что там много разных товаров для здоровья, большой выбор, бытовой химии и также товаров для детей тоже большое разнообразие.",5,2024-08-16,2026-01-21 21:50:00,positive,positive,2024-08
Carefood,yandex,"Вроде ассортимента много, но есть нечего))), на мой взгляд забит ненужными товарами больше, чем продуктами Да и с переводом проблема, интернет почти не ловит Готовая продукция вся снаружи",2,2023-09-03,2026-01-21 21:50:00,positive,negative,2023-09
Carefood,yandex,"Отличный маркет, есть абсолютно все что нужно. Ассортимент более чем удовлетворительный, касс много в очередях не стоишь больше 10 минут. Молодцы",5,2023-05-14,2026-01-21 21:50:00,positive,positive,2023-05
Carefood,yandex,"Маркет - супер ) Недалеко от меня, хороший выбор, своя пекарня. В час пик конечно нагрузка большая, но касс много - ни разу не втыкались. Еще есть стейки для жарки и неплохой выбор по алкоголю.",5,2021-04-02,2026-01-21 21:50:00,positive,positive,2021-04
Carefood,yandex,"Отличный супермаркет, разнообразие выбора удивляет! Цены приемлемые! Чисто, аккуратно",5,2025-04-17,2026-01-21 21:50:00,positive,positive,2025-04
Carefood,yandex,"Очень много товара, на любой вкус🌷 Очень уютная обстоновка и комфорто находиться а магазине! + очень вкуснве напитки и свежая еда😁",5,2024-01-04,2026-01-21 21:50:00,positive,positive,2024-01
Carefood,yandex,"Отличный магазин, есть практически все кроме нормального ассортимента овощей и фруктов. Какие-то товары дешёвые, какие-то совсем как самолёт. Ездим с семьёй каждые выходные закупаться.",4,2023-05-08,2026-01-21 21:50:00,positive,positive,2023-05
Carefood,yandex,"Самый лучший гипермаркет Алматы. Огромный ассортимент всего. Здесь каждый найдет что ищет: здоровое питание, веган продукты, фермерские продукции, сухофрукты, бакалея.",5,2022-01-15,2026-01-21 21:50:00,positive,positive,2022-01
Carefood,yandex,"Хорошое место для покупки еды и перекуса. продукты тоже очень множество на выбор,цены приемлемы,в кассе очень быстро обслуживают, очереди практический не бывает.",5,2022-07-24,2026-01-21 21:50:00,positive,positive,2022-07
Carefood,yandex,"Вроде всё есть но проблемы с фруктами и замороженной продукцией. Может я просто не нашел, но фрукты только фасованные, а взморозке не нашел печень. В целом это намного лучше чем магнум.",3,2023-03-20,2026-01-21 21:50:00,positive,neutral,2023-03
Carefood,yandex,"Очень дорогой магазин,продукты как и везде а цены будто с другой планеты. Красная икра тоже дороже чем у других,хотя магазин большой🤷",2,2024-02-24,2026-01-21 21:50:00,negative,negative,2024-02
Carefood,yandex,"Здесь всё дорого, особенно продукты. Очередей не наблюдается. Спасает оптовка 😄",3,2024-09-06,2026-01-21 21:50:00,neutral,neutral,2024-09
Carefood,yandex,"Самый лучший, вкусно и большой ассортимент товаров на любой вкус",5,2025-09-14,2026-01-21 21:50:00,positive,positive,2025-09
